Grid,Algorithm,20% Expansions,20% Time [ms],16% Expansions,16% Time [ms],12% Expansions,12% Time [ms],8% Expansions,8% Time [ms],4% Expansions,4% Time [ms]
7x7,A*,-,-,-,-,-,-,-,-,-,-
7x7,XMM,-,-,-,-,-,-,-,-,-,-
7x7,X-DFBnB,122,280,210,530,380,982,1089,3021,-,-
7x7,BiX-DFBnB,56,589,46,840,72,1391,325,5002,-,-
7x8,A*,-,-,-,-,-,-,-,-,-,-
7x8,XMM,-,-,-,-,-,-,-,-,-,-
7x8,X-DFBnB,246,802,533,1680,1168,3524,2690,8676,-,-
7x8,BiX-DFBnB,272,1750,233,4488,230,5090,687,14473,-,-
7x9,A*,-,-,-,-,-,-,-,-,-,-
7x9,XMM,-,-,-,-,-,-,-,-,-,-
7x9,X-DFBnB,404,1182,1085,3002,1818,6912,2517,10036,-,-
7x9,BiX-DFBnB,138,2447,297,4145,752,16816,956,21958,-,-
8x8,A*,-,-,-,-,-,-,-,-,-,-
8x8,XMM,-,-,-,-,-,-,-,-,-,-
8x8,X-DFBnB,442,1282,666,2293,2950,9650,4640,17762,-,-
8x8,BiX-DFBnB,106,2101,221,4804,549,14453,1533,38408,-,-
8x9,A*,-,-,-,-,-,-,-,-,-,-
8x9,XMM,-,-,-,-,-,-,-,-,-,-
8x9,X-DFBnB,720,2532,1937,7835,7117,31708,19675,85119,-,-
8x9,BiX-DFBnB,276,5967,775,20549,1567,46666,5793,153471,-,-
9x9,A*,-,-,-,-,-,-,-,-,-,-
9x9,XMM,-,-,-,-,-,-,-,-,-,-
9x9,X-DFBnB,1731,7169,7860,31667,10704,52498,38607,193707,-,-
9x9,BiX-DFBnB,1441,17722,1953,47878,3985,109758,9010,302080,-,-
